Date,Qobs
11/18/2015,169
11/19/2015,150
11/20/2015,131
11/21/2015,106
11/22/2015,108
11/23/2015,111
11/24/2015,103
11/25/2015,100
11/26/2015,96.8
11/27/2015,97.6
11/28/2015,93.8
11/29/2015,93.1
11/30/2015,84.6
12/1/2015,79.3
12/2/2015,77.8
12/3/2015,82.9
12/4/2015,101
12/5/2015,114
12/6/2015,122
12/7/2015,112
12/8/2015,127
12/9/2015,141
12/10/2015,135
12/11/2015,108
12/12/2015,96.8
12/13/2015,177
12/14/2015,180
12/15/2015,178
12/16/2015,191
12/17/2015,180
12/18/2015,170
12/19/2015,181
12/20/2015,185
12/21/2015,184
12/22/2015,166
12/23/2015,174
12/24/2015,183
12/25/2015,204
12/26/2015,224
12/27/2015,249
12/28/2015,262
12/29/2015,278
12/30/2015,260
12/31/2015,244
1/1/2016,237
1/2/2016,225
1/3/2016,213
1/4/2016,183
1/5/2016,158
1/6/2016,143
1/7/2016,143
1/8/2016,143
1/9/2016,139
1/10/2016,148
1/11/2016,166
1/12/2016,179
1/13/2016,151
1/14/2016,156
1/15/2016,161
1/16/2016,168
1/17/2016,173
1/18/2016,179
1/19/2016,185
1/20/2016,191
1/21/2016,209
1/22/2016,218
1/23/2016,218
1/24/2016,215
1/25/2016,164
1/26/2016,140
1/27/2016,137
1/28/2016,129
1/29/2016,124
1/30/2016,122
1/31/2016,129
2/1/2016,132
2/2/2016,133
2/3/2016,130
2/4/2016,130
2/5/2016,129
2/6/2016,129
2/7/2016,136
2/8/2016,139
2/9/2016,134
2/10/2016,141
2/11/2016,139
2/12/2016,139
2/13/2016,132
2/14/2016,128
2/15/2016,129
2/16/2016,132
2/17/2016,129
2/18/2016,124
2/19/2016,124
2/20/2016,122
2/21/2016,131
2/22/2016,138
2/23/2016,139
2/24/2016,134
2/25/2016,128
2/26/2016,121
2/27/2016,112
2/28/2016,111
2/29/2016,111
3/1/2016,110
3/2/2016,112
3/3/2016,110
3/4/2016,103
3/5/2016,104
3/6/2016,106
3/7/2016,97.4
3/8/2016,94.6
3/9/2016,101
3/10/2016,107
3/11/2016,108
3/12/2016,108
3/13/2016,108
3/14/2016,108
3/15/2016,107
3/16/2016,107
3/17/2016,105
3/18/2016,100
3/19/2016,99.2
3/20/2016,96.8
3/21/2016,94.8
3/22/2016,93.8
3/23/2016,95.2
3/24/2016,95.6
3/25/2016,93.5
3/26/2016,91.3
3/27/2016,87.5
3/28/2016,86.3
3/29/2016,87.6
3/30/2016,87.7
3/31/2016,86
4/1/2016,83.7
4/2/2016,81.7
4/3/2016,81
4/4/2016,80.3
4/5/2016,79.8
4/6/2016,82.8
4/7/2016,80.5
4/8/2016,81.6
4/9/2016,80
4/10/2016,77.6
4/11/2016,78.1
4/12/2016,83.3
4/13/2016,84.5
4/14/2016,86.5
4/15/2016,188
4/16/2016,344
4/17/2016,526
4/18/2016,142
4/19/2016,112
4/20/2016,98.1
4/21/2016,90.9
4/22/2016,86.5
4/23/2016,90.8
4/24/2016,104
4/25/2016,90.7
4/26/2016,85.5
4/27/2016,83.4
4/28/2016,81.2
4/29/2016,79.3
4/30/2016,80.1
5/1/2016,84.7
5/2/2016,98.3
5/3/2016,89.3
5/4/2016,88.2
5/5/2016,85.2
5/6/2016,83.3
5/7/2016,79.4
5/8/2016,77.5
5/9/2016,76.4
5/10/2016,75.7
5/11/2016,76.8
5/12/2016,77.1
5/13/2016,74.4
5/14/2016,74.7
5/15/2016,72.8
5/16/2016,72
5/17/2016,70.7
5/18/2016,70.4
5/19/2016,72.1
5/20/2016,72.1
5/21/2016,69.4
5/22/2016,67.9
5/23/2016,68.6
5/24/2016,66.9
5/25/2016,66.1
5/26/2016,64.8
5/27/2016,64.6
5/28/2016,64.2
5/29/2016,77.5
5/30/2016,80.9
5/31/2016,72.3
6/1/2016,70.3
6/2/2016,69.5
6/3/2016,81.2
6/4/2016,76.5
6/5/2016,80.7
6/6/2016,75.1
6/7/2016,74.3
6/8/2016,73.8
6/9/2016,71.6
6/10/2016,69.7
6/11/2016,70
6/12/2016,71.9
6/13/2016,119
6/14/2016,107
6/15/2016,92
6/16/2016,82.4
6/17/2016,80.4
6/18/2016,78.8
6/19/2016,75.6
6/20/2016,73.9
6/21/2016,72.8
6/22/2016,71.7
6/23/2016,70.7
6/24/2016,69.3
6/25/2016,67.8
6/26/2016,67.7
6/27/2016,68.1
6/28/2016,68.2
6/29/2016,66.9
6/30/2016,67.6
7/1/2016,66.6
7/2/2016,67.6
7/3/2016,66.9
7/4/2016,65.5
7/5/2016,64.4
7/6/2016,63.7
7/7/2016,63.2
7/8/2016,62.6
7/9/2016,62.3
7/10/2016,61.7
7/11/2016,63.9
7/12/2016,62
7/13/2016,65.3
7/14/2016,63.5
7/15/2016,62.5
7/16/2016,61.9
7/17/2016,61.4
7/18/2016,64.1
7/19/2016,64.5
7/20/2016,62.5
7/21/2016,63
7/22/2016,63.3
7/23/2016,64.7
7/24/2016,63.9
7/25/2016,74.6
7/26/2016,65.9
7/27/2016,72.2
7/28/2016,72.2
7/29/2016,70.1
7/30/2016,69.2
7/31/2016,69.6
8/1/2016,68
8/2/2016,67.2
8/3/2016,67
8/4/2016,66.1
8/5/2016,67.5
8/6/2016,66.5
8/7/2016,66.6
8/8/2016,65.8
8/9/2016,64.4
8/10/2016,65.5
8/11/2016,66.6
8/12/2016,66.3
8/13/2016,70.7
8/14/2016,75.1
8/15/2016,76.9
8/16/2016,72.5
8/17/2016,68.6
8/18/2016,65.8
8/19/2016,65.6
8/20/2016,63
8/21/2016,61
8/22/2016,64.5
8/23/2016,68
8/24/2016,68.8
8/25/2016,69.9
8/26/2016,68.2
8/27/2016,65.9
8/28/2016,64.8
8/29/2016,64.2
8/30/2016,65.5
8/31/2016,66.2
9/1/2016,66.5
9/2/2016,63.3
9/3/2016,63.5
9/4/2016,62.1
9/5/2016,62
9/6/2016,63
9/7/2016,64.6
9/8/2016,66.5
9/9/2016,68.8
9/10/2016,70.3
9/11/2016,75.3
9/12/2016,72
9/13/2016,69.4
9/14/2016,69.7
9/15/2016,70.1
9/16/2016,68.9
9/17/2016,66.1
9/18/2016,67.5
9/19/2016,71.3
9/20/2016,79
9/21/2016,82.6
9/22/2016,87
9/23/2016,89.1
9/24/2016,87.7
9/25/2016,90.4
9/26/2016,94.1
9/27/2016,98.6
9/28/2016,103
9/29/2016,104
9/30/2016,96.3
10/1/2016,89.4
10/2/2016,85.1
10/3/2016,90.6
10/4/2016,95.5
10/5/2016,89.4
10/6/2016,91.8
10/7/2016,86.4
10/8/2016,84.8
10/9/2016,82.3
10/10/2016,86.7
10/11/2016,85.4
10/12/2016,82.8
10/13/2016,83.7
10/14/2016,81.4
10/15/2016,81.7
10/16/2016,87.8
10/17/2016,83.4
10/18/2016,80.3
10/19/2016,77.5
10/20/2016,78.6
10/21/2016,79.8
10/22/2016,82.1
10/23/2016,81.5
10/24/2016,80.4
10/25/2016,78.2
10/26/2016,80
10/27/2016,92.8
10/28/2016,109
10/29/2016,127
10/30/2016,125
10/31/2016,98.8
11/1/2016,94.3
11/2/2016,94
11/3/2016,99.7
11/4/2016,120
11/5/2016,141
11/6/2016,147
11/7/2016,152
11/8/2016,164
11/9/2016,165
11/10/2016,162
11/11/2016,162
11/12/2016,162
11/13/2016,148
11/14/2016,133
11/15/2016,129
11/16/2016,131
11/17/2016,124
11/18/2016,138
11/19/2016,153
11/20/2016,148
11/21/2016,134
11/22/2016,136
11/23/2016,146
11/24/2016,138
11/25/2016,129
11/26/2016,129
11/27/2016,127
11/28/2016,127
11/29/2016,138
11/30/2016,146
12/1/2016,156
12/2/2016,162
12/3/2016,173
12/4/2016,189
12/5/2016,170
12/6/2016,161
12/7/2016,152
12/8/2016,151
12/9/2016,152
12/10/2016,140
12/11/2016,140
12/12/2016,156
12/13/2016,155
12/14/2016,165
12/15/2016,180
12/16/2016,197
12/17/2016,197
12/18/2016,192
12/19/2016,191
12/20/2016,201
12/21/2016,203
12/22/2016,193
12/23/2016,178
12/24/2016,182
12/25/2016,177
12/26/2016,161
12/27/2016,147
12/28/2016,143
12/29/2016,154
12/30/2016,182
12/31/2016,191
1/1/2017,193
1/2/2017,194
1/3/2017,192
1/4/2017,170
1/5/2017,174
1/6/2017,182
1/7/2017,185
1/8/2017,190
1/9/2017,171
1/10/2017,158
1/11/2017,152
1/12/2017,169
1/13/2017,181
1/14/2017,188
1/15/2017,179
1/16/2017,181
1/17/2017,179
1/18/2017,179
1/19/2017,182
1/20/2017,186
1/21/2017,200
1/22/2017,204
1/23/2017,198
1/24/2017,197
1/25/2017,203
1/26/2017,192
1/27/2017,194
1/28/2017,203
1/29/2017,208
1/30/2017,205
1/31/2017,177
2/1/2017,165
2/2/2017,163
2/3/2017,154
2/4/2017,146
2/5/2017,141
2/6/2017,142
2/7/2017,148
2/8/2017,148
2/9/2017,151
2/10/2017,145
2/11/2017,145
2/12/2017,150
2/13/2017,152
2/14/2017,152
2/15/2017,153
2/16/2017,147
2/17/2017,141
2/18/2017,137
2/19/2017,140
2/20/2017,150
2/21/2017,157
2/22/2017,159
2/23/2017,168
2/24/2017,167
2/25/2017,158
2/26/2017,150
2/27/2017,122
2/28/2017,117
3/1/2017,117
3/2/2017,113
3/3/2017,102
3/4/2017,94.1
3/5/2017,87.2
3/6/2017,84.6
3/7/2017,86.6
3/8/2017,84.2
3/9/2017,84.8
3/10/2017,82.6
3/11/2017,85
3/12/2017,85.2
3/13/2017,92.2
3/14/2017,97.6
3/15/2017,92.4
3/16/2017,89.3
3/17/2017,89.6
3/18/2017,90.8
3/19/2017,87.3
3/20/2017,86.7
3/21/2017,83.8
3/22/2017,80.7
3/23/2017,80.3
3/24/2017,81.3
3/25/2017,82.1
3/26/2017,77.9
3/27/2017,75.2
3/28/2017,76.4
3/29/2017,78.1
3/30/2017,71.6
3/31/2017,73.4
4/1/2017,76.4
4/2/2017,74.1
4/3/2017,72.3
4/4/2017,72.4
4/5/2017,71.3
4/6/2017,69.1
4/7/2017,70.5
4/8/2017,67.9
4/9/2017,66.6
4/10/2017,65.4
4/11/2017,65.4
4/12/2017,66.7
4/13/2017,68.7
4/14/2017,65.4
4/15/2017,62.5
4/16/2017,57.4
4/17/2017,62.1
4/18/2017,66.6
4/19/2017,64.3
4/20/2017,150
4/21/2017,110
4/22/2017,70.2
4/23/2017,62.6
4/24/2017,56.5
4/25/2017,55
4/26/2017,64.6
4/27/2017,66.8
4/28/2017,66.1
4/29/2017,63.4
4/30/2017,62.3
5/1/2017,59.9
5/2/2017,60.7
5/3/2017,62.3
5/4/2017,63.7
5/5/2017,62.6
5/6/2017,61.9
5/7/2017,62.6
5/8/2017,65.8
5/9/2017,60.8
5/10/2017,60.5
5/11/2017,76
5/12/2017,72.9
5/13/2017,65.5
5/14/2017,70.7
5/15/2017,65.3
5/16/2017,64.2
5/17/2017,62.2
5/18/2017,62.9
5/19/2017,59.1
5/20/2017,57.6
5/21/2017,52.7
5/22/2017,52.5
5/23/2017,51.8
5/24/2017,51.4
5/25/2017,57.8
5/26/2017,55.2
5/27/2017,59.1
5/28/2017,55.8
5/29/2017,53.4
5/30/2017,NA
5/31/2017,NA
6/1/2017,47.2
6/2/2017,47.3
6/3/2017,44.5
6/4/2017,48.1
6/5/2017,60.4
6/6/2017,61.7
6/7/2017,53.6
6/8/2017,55
6/9/2017,59.4
6/10/2017,61.1
6/11/2017,57
6/12/2017,61.3
6/13/2017,61
6/14/2017,56.1
6/15/2017,57.5
6/16/2017,90.1
6/17/2017,89.3
6/18/2017,52.2
6/19/2017,50.7
6/20/2017,61.1
6/21/2017,62.8
6/22/2017,63.2
6/23/2017,66.6
6/24/2017,66
6/25/2017,60.7
6/26/2017,61.4
6/27/2017,62.3
6/28/2017,60.7
6/29/2017,58.7
6/30/2017,59
7/1/2017,59.3
7/2/2017,61.7
7/3/2017,61.9
7/4/2017,59.3
7/5/2017,55.9
7/6/2017,54
7/7/2017,50.4
7/8/2017,48.6
7/9/2017,48.3
7/10/2017,49.1
7/11/2017,54.3
7/12/2017,54.8
7/13/2017,52.8
7/14/2017,50.5
7/15/2017,52.7
7/16/2017,48.8
7/17/2017,52.8
7/18/2017,58.5
7/19/2017,55.6
7/20/2017,58.8
7/21/2017,58.3
7/22/2017,58.7
7/23/2017,57
7/24/2017,61.2
7/25/2017,55.3
7/26/2017,56.1
7/27/2017,59.7
7/28/2017,56
7/29/2017,58.4
7/30/2017,55.1
7/31/2017,55.4
8/1/2017,54.4
8/2/2017,51.4
8/3/2017,52.6
8/4/2017,57.9
8/5/2017,53.8
8/6/2017,51.3
8/7/2017,53.2
8/8/2017,51.7
8/9/2017,53.9
8/10/2017,54.7
8/11/2017,54.8
8/12/2017,50.6
8/13/2017,49.1
8/14/2017,49.3
8/15/2017,50.4
8/16/2017,53.1
8/17/2017,53.1
8/18/2017,53.2
8/19/2017,52.1
8/20/2017,51.8
8/21/2017,51.6
8/22/2017,51.9
8/23/2017,48.7
8/24/2017,46.7
8/25/2017,49.7
8/26/2017,49.2
8/27/2017,47.8
8/28/2017,47.8
8/29/2017,47.7
8/30/2017,47.6
8/31/2017,48.8
9/1/2017,53.9
9/2/2017,49.3
9/3/2017,48
9/4/2017,45.6
9/5/2017,46
9/6/2017,48.6
9/7/2017,45.7
9/8/2017,50.1
9/9/2017,42.8
9/10/2017,45.8
9/11/2017,45.4
9/12/2017,45
9/13/2017,47.7
9/14/2017,47.1
9/15/2017,42.4
9/16/2017,43.6
9/17/2017,53.7
9/18/2017,63
9/19/2017,70.1
9/20/2017,66.5
9/21/2017,62.6
9/22/2017,71.8
9/23/2017,72.2
9/24/2017,79.3
9/25/2017,75.9
9/26/2017,73.6
9/27/2017,70.4
9/28/2017,75.2
9/29/2017,80
9/30/2017,76.1
10/1/2017,63
10/2/2017,65.1
10/3/2017,66.1
10/4/2017,62.3
10/5/2017,67.7
10/6/2017,74.4
10/7/2017,79.1
10/8/2017,76.3
10/9/2017,71.1
10/10/2017,69.1
10/11/2017,70.9
10/12/2017,70.9
10/13/2017,69.7
10/14/2017,74.4
10/15/2017,83.6
10/16/2017,99.9
10/17/2017,96.1
10/18/2017,92.4
10/19/2017,95.2
10/20/2017,94.3
10/21/2017,86.7
10/22/2017,94.7
10/23/2017,99.6
10/24/2017,98.9
10/25/2017,105
10/26/2017,105
10/27/2017,97.4
10/28/2017,96.6
10/29/2017,81.3
10/30/2017,71.7
10/31/2017,74
11/1/2017,70.6
11/2/2017,70.2
11/3/2017,66.3
11/4/2017,63.7
11/5/2017,67.4
11/6/2017,73.9
11/7/2017,77.8
11/8/2017,74.2
11/9/2017,79
11/10/2017,82.4
11/11/2017,95.1
11/12/2017,113
11/13/2017,136
11/14/2017,144
11/15/2017,132
11/16/2017,119
11/17/2017,123
11/18/2017,115
11/19/2017,126
11/20/2017,120
11/21/2017,98.6
11/22/2017,106
11/23/2017,123
11/24/2017,130
11/25/2017,130
11/26/2017,149
11/27/2017,161
11/28/2017,170
11/29/2017,171
11/30/2017,172
12/1/2017,166
12/2/2017,139
12/3/2017,126
12/4/2017,127
12/5/2017,134
12/6/2017,131
12/7/2017,132
12/8/2017,137
12/9/2017,136
12/10/2017,143
12/11/2017,163
12/12/2017,165
12/13/2017,150
12/14/2017,149
12/15/2017,153
12/16/2017,158
12/17/2017,130
12/18/2017,137
12/19/2017,127
12/20/2017,143
12/21/2017,150
12/22/2017,148
12/23/2017,141
12/24/2017,130
12/25/2017,136
12/26/2017,133
12/27/2017,121
12/28/2017,115
12/29/2017,124
12/30/2017,133
12/31/2017,131
1/1/2018,118
1/2/2018,110
1/3/2018,101
1/4/2018,109
1/5/2018,109
1/6/2018,110
1/7/2018,127
1/8/2018,142
1/9/2018,132
1/10/2018,129
1/11/2018,131
1/12/2018,131
1/13/2018,132
1/14/2018,107
1/15/2018,99
1/16/2018,92.3
1/17/2018,93.6
1/18/2018,103
1/19/2018,107
1/20/2018,106
1/21/2018,103
1/22/2018,94.7
1/23/2018,88.6
1/24/2018,94.3
1/25/2018,95.7
1/26/2018,95.6
1/27/2018,96.8
1/28/2018,99.6
1/29/2018,107
1/30/2018,114
1/31/2018,114
2/1/2018,122
2/2/2018,134
2/3/2018,145
2/4/2018,149
2/5/2018,160
2/6/2018,154
2/7/2018,138
2/8/2018,125
2/9/2018,107
2/10/2018,92.6
2/11/2018,89.5
2/12/2018,94.8
2/13/2018,104
2/14/2018,111
2/15/2018,113
2/16/2018,111
2/17/2018,106
2/18/2018,105
2/19/2018,94.8
2/20/2018,81.4
2/21/2018,74.1
2/22/2018,80.8
2/23/2018,83.7
2/24/2018,68.3
2/25/2018,67.1
2/26/2018,73.1
2/27/2018,73.6
2/28/2018,71.5
3/1/2018,67.5
3/2/2018,70.6
3/3/2018,70
3/4/2018,70.7
3/5/2018,69.7
3/6/2018,71.6
3/7/2018,75.4
3/8/2018,73.5
3/9/2018,69.8
3/10/2018,67.4
3/11/2018,64
3/12/2018,65.2
3/13/2018,63.1
3/14/2018,60.2
3/15/2018,55.1
3/16/2018,57.5
3/17/2018,56.2
3/18/2018,53.8
3/19/2018,53.1
3/20/2018,53.9
3/21/2018,55.7
3/22/2018,57.5
3/23/2018,53.1
3/24/2018,48.6
3/25/2018,48.7
3/26/2018,52
3/27/2018,48
3/28/2018,51.8
3/29/2018,56.6
3/30/2018,57.4
3/31/2018,55.2
4/1/2018,52.5
4/2/2018,51.6
4/3/2018,63.1
4/4/2018,65.9
4/5/2018,62.8
4/6/2018,58.8
4/7/2018,54.6
4/8/2018,53.1
4/9/2018,53.1
4/10/2018,55.7
4/11/2018,52
4/12/2018,48.5
4/13/2018,50.8
4/14/2018,53.7
4/15/2018,54.9
4/16/2018,56
4/17/2018,55
4/18/2018,53
4/19/2018,52.6
4/20/2018,52.2
4/21/2018,53.5
4/22/2018,50.4
4/23/2018,50.3
4/24/2018,47.1
4/25/2018,47
4/26/2018,47.3
4/27/2018,46.2
4/28/2018,45.4
4/29/2018,44.5
4/30/2018,45.4
5/1/2018,45.4
5/2/2018,41.2
5/3/2018,39.6
5/4/2018,39.1
5/5/2018,39.5
5/6/2018,39.8
5/7/2018,39.6
5/8/2018,38.9
5/9/2018,38.6
5/10/2018,39.5
5/11/2018,37.8
5/12/2018,35.8
5/13/2018,32.7
5/14/2018,31.6
5/15/2018,31.1
5/16/2018,32.7
5/17/2018,33.1
5/18/2018,30.7
5/19/2018,29.9
5/20/2018,31.2
5/21/2018,30.9
5/22/2018,30.6
5/23/2018,29.7
5/24/2018,29.2
5/25/2018,28.7
5/26/2018,28.1
5/27/2018,33
5/28/2018,34.3
5/29/2018,39.6
5/30/2018,38.8
5/31/2018,41
6/1/2018,37.5
6/2/2018,36.2
6/3/2018,35.6
6/4/2018,36
6/5/2018,36.6
6/6/2018,35.8
6/7/2018,35.5
6/8/2018,39.9
6/9/2018,38.5
6/10/2018,38.6
6/11/2018,39
6/12/2018,36.5
6/13/2018,35.6
6/14/2018,36.5
6/15/2018,36.6
6/16/2018,37.5
6/17/2018,38.2
6/18/2018,37.9
6/19/2018,38.2
6/20/2018,37.7
6/21/2018,37.1
6/22/2018,35
6/23/2018,34
6/24/2018,35.9
6/25/2018,34.2
6/26/2018,34
6/27/2018,34.8
6/28/2018,34.7
6/29/2018,33.9
6/30/2018,30.2
7/1/2018,29.2
7/2/2018,30.3
7/3/2018,32.1
7/4/2018,33.6
7/5/2018,38.6
7/6/2018,49.3
7/7/2018,37.5
7/8/2018,37.9
7/9/2018,39
7/10/2018,40.9
7/11/2018,39.5
7/12/2018,36.4
7/13/2018,37.1
7/14/2018,38.5
7/15/2018,36.9
7/16/2018,35.5
7/17/2018,35.5
7/18/2018,34.9
7/19/2018,33.6
7/20/2018,30.6
7/21/2018,30.9
7/22/2018,30.5
7/23/2018,30.6
7/24/2018,30.8
7/25/2018,30.3
7/26/2018,30.1
7/27/2018,31.5
7/28/2018,29.9
7/29/2018,31.1
7/30/2018,31.7
7/31/2018,30.4
8/1/2018,29.7
8/2/2018,26.3
8/3/2018,28.2
8/4/2018,28.1
8/5/2018,29.3
8/6/2018,33.7
8/7/2018,34.9
8/8/2018,33
8/9/2018,37.3
8/10/2018,37.7
8/11/2018,37.1
8/12/2018,37.1
8/13/2018,35.3
8/14/2018,33
8/15/2018,35.6
8/16/2018,38.1
8/17/2018,40
8/18/2018,35.6
8/19/2018,32.9
8/20/2018,32.5
8/21/2018,35.9
8/22/2018,36.8
8/23/2018,37.6
8/24/2018,35.8
8/25/2018,38.8
8/26/2018,44.3
8/27/2018,50.7
8/28/2018,55.9
8/29/2018,51.2
8/30/2018,51
8/31/2018,43.5
9/1/2018,44.6
9/2/2018,43.9
9/3/2018,49.3
9/4/2018,45.2
9/5/2018,48.3
9/6/2018,44.4
9/7/2018,45
9/8/2018,45.3
9/9/2018,50.5
9/10/2018,47.9
9/11/2018,48.8
9/12/2018,49.5
9/13/2018,48.2
9/14/2018,49.3
